BASIN_CODE,COUNT,CAPACITY,SB_CODE,COUNT,CAPACITY,MB_CODE,COUNT,CAPACITY
,,,,,,1329,75,0.0005325
,,,,,,1330,108,0.0007668
,,,,,,1331,36,0.0002556
,,,,,,1332,46,0.0003266
,,,,,,1333,53,0.0003763
,,,,,,1334,30,0.000213
,,,,,,1335,95,0.0006745
,,,,,,1336,269,0.0019099
,,,,,,1337,29,0.0002059
,,,,,,1338,15,0.0001065
,,,,,,1339,290,0.002059
,,,,,,1340,98,0.0006958
,,,,,,1341,122,0.0008662
,,,,,,1342,54,0.0003834
,,,,,,1343,35,0.0002485
,,,,,,1344,50,0.000355
,,,,,,1345,43,0.0003053
,,,,,,1347,130,0.000923
,,,,,,1348,110,0.000781
,,,,,,1349,30,0.000213
,,,,,,1350,45,0.0003195
,,,,,,1351,5,0.0000355
,,,,,,1352,101,0.0007171
,,,,,,1353,6,0.0000426
,,,,,,1354,17,0.0001207
,,,,,,1355,127,0.0009017
,,,,,,1356,21,0.0001491
,,,,,,1357,64,0.0004544
,,,,,,1358,53,0.0003763
,,,,,,1359,559,0.0039689
,,,,,,1360,106,0.0007526
,,,,,,1361,28,0.0001988
,,,,,,1362,231,0.0016401
,,,,,,1364,8,0.0000568
,,,,,,1365,13,0.0000923
,,,,,,1366,16,0.0001136
,,,,,,1367,95,0.0006745
,,,,,,1368,1,0.0000071
,,,,,,1369,1,0.0000071
,,,,,,1370,162,0.0011502
,,,,,,1371,345,0.0024495
,,,,,,1372,35,0.0002485
,,,,,,1373,26,0.0001846
,,,,,,1374,165,0.0011715
,,,,,,1375,36,0.0002556
,,,,,,1376,14,0.0000994
,,,,,,1377,102,0.0007242
,,,,,,1378,107,0.0007597
,,,,,,1379,174,0.0012354
,,,,,,(blank),,
,,,,,,Grand Total,223573,1.5873683
