,,,,JANAKAVARAMPANGULURU,27,0.009531,,Anandapuram,12,0.004236,,,,,,,,,,806,38,0.013414
,,,,JANGAREDDIGUDEM,8,0.002824,,Anandaraopeta,5,0.001765,,,,,,,,,,807,2,0.000706
,,,,JEELUGU MILLI,34,0.012002,,Anantaiahgaripalle,8,0.002824,,,,,,,,,,808,75,0.026475
,,,,JIYYAMMAVALASA,60,0.02118,,Anantapur (M),2,0.000706,,,,,,,,,,809,124,0.043772
,,,,JUPADU BUNGALOW,61,0.021533,,Anantapur (Rural),3,0.001059,,,,,,,,,,810,64,0.022592
,,,,K KOTAPADU,55,0.019415,,Anantapuram,4,0.001412,,,,,,,,,,811,54,0.019062
,,,,K.V.B.PURAM,35,0.012355,,ANANTHA PADMANABHAPURAM,1,0.000353,,,,,,,,,,812,96,0.033888
,,,,KADAPA,1,0.000353,,Anantha Palle,4,0.001412,,,,,,,,,,813,1,0.000353
,,,,KADIRI,55,0.019415,,Ananthagiri,39,0.013767,,,,,,,,,,814,7,0.002471
,,,,KALAKADA,54,0.019062,,Ananthamadugu,2,0.000706,,,,,,,,,,816,11,0.003883
,,,,KALASAPADU,67,0.023651,,Ananthapadmanabha Puram,2,0.000706,,,,,,,,,,817,29,0.010237
,,,,KALIGIRI,60,0.02118,,Ananthapuram,15,0.005295,,,,,,,,,,818,5,0.001765
,,,,KALIKIRI,65,0.022945,,Anantharajupeta,18,0.006354,,,,,,,,,,819,219,0.077307
,,,,KALLUR,160,0.05648,,Anantharajupuram,8,0.002824,,,,,,,,,,820,154,0.054362
,,,,KALUVOYA,10,0.00353,,Ananthasamudram,2,0.000706,,,,,,,,,,821,41,0.014473
,,,,KALYANDURG,213,0.075189,,Ananthavaram,5,0.001765,,,,,,,,,,823,40,0.01412
,,,,KAMALAPURAM,58,0.020474,,Anasabhadra,1,0.000353,,,,,,,,,,824,53,0.018709
,,,,KAMAVARAPUKOTA,21,0.007413,,Anavaram,1,0.000353,,,,,,,,,,825,83,0.029299
,,,,KAMBADUR,110,0.03883,,Andra,2,0.000706,,,,,,,,,,826,40,0.01412
,,,,KAMBHAMVARIPALLE,102,0.036006,,Andugulapadu,3,0.001059,,,,,,,,,,827,38,0.013414
,,,,KANAGANAPALLE,172,0.060716,,Angallu,7,0.002471,,,,,,,,,,828,117,0.041301
,,,,KANCHIKACHERLA,14,0.004942,,Anguru,6,0.002118,,,,,,,,,,829,62,0.021886
,,,,KANCHILI,191,0.067423,,Anigandlapadu,1,0.000353,,,,,,,,,,830,121,0.042713
,,,,KANDUKUR,17,0.006001,,Aniganidoddi,2,0.000706,,,,,,,,,,831,63,0.022239
,,,,KANEKAL,103,0.036359,,Anikalla Palle,1,0.000353,,,,,,,,,,832,120,0.04236
,,,,KANIGIRI,95,0.033535,,Anikera,4,0.001412,,,,,,,,,,833,23,0.008119
,,,,KARAMCHEDU,4,0.001412,,Animela,11,0.003883,,,,,,,,,,834,63,0.022239
,,,,KAREMPUDI,2,0.000706,,Anjaneyapuram,15,0.005295,,,,,,,,,,835,77,0.027181
,,,,KARVETINAGAR,103,0.036359,,Anjuru,1,0.000353,,,,,,,,,,836,136,0.048008
,,,,KASIMKOTA,36,0.012708,,Ankajosyulapalem,6,0.002118,,,,,,,,,,837,75,0.026475
,,,,KAVALI,11,0.003883,,Ankalammagudur,2,0.000706,,,,,,,,,,838,27,0.009531
,,,,KAVITI,184,0.064952,,Ankalampadu,1,0.000353,,,,,,,,,,839,93,0.032829
,,,,KHAJIPET,39,0.013767,,Ankampalle,20,0.00706,,,,,,,,,,841,12,0.004236
,,,,KODUMUR,131,0.046243,,Ankampeta,2,0.000706,,,,,,,,,,842,62,0.021886
,,,,KODUR,93,0.032829,,Ankanagodu Gunuru,3,0.001059,,,,,,,,,,843,40,0.01412
,,,,KOILKUNTLA,42,0.014826,,Ankayapalle,1,0.000353,,,,,,,,,,844,3,0.001059
,,,,KOLIMIGUNDLA,28,0.009884,,Ankepalle,5,0.001765,,,,,,,,,,845,30,0.01059
,,,,KOMARADA,51,0.018003,,Ankireddipalle,5,0.001765,,,,,,,,,,846,33,0.011649
,,,,KOMAROLU,90,0.03177,,Ankisettipalle,1,0.000353,,,,,,,,,,847,1,0.000353
,,,,KONAKANAMITLA,179,0.063187,,Ankullavalasa,4,0.001412,,,,,,,,,,848,28,0.009884
,,,,KONDAPI,43,0.015179,,Ankupalle,2,0.000706,,,,,,,,,,849,3,0.001059
,,,,KONDAPURAM,183,0.064599,,Anna Varam,3,0.001059,,,,,,,,,,850,57,0.020121
,,,,KORISAPADU,11,0.003883,,Annalur,1,0.000353,,,,,,,,,,851,2,0.000706
,,,,KOSIGI,86,0.030358,,Annapuram,1,0.000353,,,,,,,,,,852,12,0.004236
,,,,KOTABOMMALI,113,0.039889,,Annasamudram,4,0.001412,,,,,,,,,,854,44,0.015532
,,,,KOTANANDURU,49,0.017297,,Annavaram,10,0.00353,,,,,,,,,,855,24,0.008472
,,,,KOTAURATLA,30,0.01059,,Anneraopeta,3,0.001059,,,,,,,,,,856,19,0.006707
,,,,KOTHA PATNAM,4,0.001412,,Annur,4,0.001412,,,,,,,,,,857,176,0.062128
,,,,KOTHACHERUVU,88,0.031064,,Annurkasabagayat,4,0.001412,,,,,,,,,,859,70,0.02471
,,,,KOTHAPALLE,50,0.01765,,Antakapalle,3,0.001059,,,,,,,,,,860,35,0.012355
,,,,KOTHAVALASA,259,0.091427,,Antarvedigudem,2,0.000706,,,,,,,,,,861,28,0.009884
,,,,KOTHURU,112,0.039536,,Anthakapalle,6,0.002118,,,,,,,,,,862,29,0.010237
,,,,KOWTHALAM,35,0.012355,,Anthakapalli,1,0.000353,,,,,,,,,,901,65,0.022945
,,,,KOYYALAGUDEM,6,0.002118,,Anthili,21,0.007413,,,,,,,,,,902,56,0.019768
,,,,KOYYURU,13,0.004589,,Antikonda,6,0.002118,,,,,,,,,,903,31,0.010943
,,,,KRISHNAGIRI,168,0.059304,,Antlavaram,1,0.000353,,,,,,,,,,905,29,0.010237
,,,,KROSURU,3,0.001059,,Anugonda,3,0.001059,,,,,,,,,,906,44,0.015532
,,,,KUDAIR,216,0.076248,,Anumalakonda,1,0.000353,,,,,,,,,,907,40,0.01412
,,,,KUNDURPI,137,0.048361,,Anumanchipalle,2,0.000706,,,,,,,,,,908,8,0.002824
,,,,KUPPAM,155,0.054715,,Anumollanka,2,0.000706,,,,,,,,,,909,4,0.001412
,,,,KURABALAKOTA,36,0.012708,,Anumpalle,22,0.007766,,,,,,,,,,910,35,0.012355
,,,,KURICHEDU,120,0.04236,,Anumula Palle,7,0.002471,,,,,,,,,,911,87,0.030711
,,,,KURNOOL,101,0.035653,,Anumunilanka,1,0.000353,,,,,,,,,,912,39,0.013767
,,,,KURUPAM,34,0.012002,,Anupalle,20,0.00706,,,,,,,,,,913,7,0.002471
,,,,LAKKAVARAPUKOTA,172,0.060716,,Anupur,6,0.002118,,,,,,,,,,914,33,0.011649
,,,,LAKKIREDDIPALLE,107,0.037771,,Appalammapeta,3,0.001059,,,,,,,,,,915,4,0.001412
,,,,LAKSHMINARSUPETA,59,0.020827,,Appalapatnayakuni Peta,3,0.001059,,,,,,,,,,916,11,0.003883
,,,,LAVERU,383,0.135199,,Appalapuram,9,0.003177,,,,,,,,,,917,1,0.000353
,,,,LEPAKSHI,175,0.061775,,Appalarajugudem,1,0.000353,,,,,,,,,,918,2,0.000706
,,,,LINGALA,109,0.038477,,Appandorapalem,1,0.000353,,,,,,,,,,919,6,0.002118
,,,,LINGAPALEM,5,0.001765,,Appandoravalasa,1,0.000353,,,,,,,,,,920,14,0.004942
,,,,LINGASAMUDRAM,27,0.009531,,Appannavalasa,3,0.001059,,,,,,,,,,922,8,0.002824
,,,,MACHAVARAM,1,0.000353,,Appapuram,9,0.003177,,,,,,,,,,923,38,0.013414
,,,,MACHERLA,21,0.007413,,Apparacheruvu,4,0.001412,,,,,,,,,,924,1,0.000353
,,,,MADAKASIRA,180,0.06354,,Apparaopalle,5,0.001765,,,,,,,,,,925,21,0.007413
,,,,MADANAPALLE,81,0.028593,,Appasamudram,10,0.00353,,,,,,,,,,926,2,0.000706
,,,,MADDIKERA (EAST),48,0.016944,,Appecherla,16,0.005648,,,,,,,,,,928,16,0.005648
,,,,MADDIPADU,19,0.006707,,Appilepalle,19,0.006707,,,,,,,,,,929,7,0.002471
,,,,MADUGULA,30,0.01059,,Appinapalle,2,0.000706,,,,,,,,,,930,33,0.011649
,,,,MAHANANDI,11,0.003883,,Aradigunta,4,0.001412,,,,,,,,,,931,8,0.002824
,,,,MAKAVARAPALEM,65,0.022945,,Aragonda,5,0.001765,,,,,,,,,,936,8,0.002824
,,,,MAKKUVA,27,0.009531,,Arai,1,0.000353,,,,,,,,,,937,9,0.003177
,,,,MANDASA,250,0.08825,,Arakatavemula,2,0.000706,,,,,,,,,,938,1,0.000353
,,,,MANTRALAYAM,158,0.055774,,Arakativemula,18,0.006354,,,,,,,,,,945,1,0.000353
