location_id,name,lat,long,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
6516,Sydapuram_ARG,14.170479,79.767731,0.0,0.0,-99999.999,0.0,-99999.999,0.0,-99999.999,-99999.999,-99999.999,-99999.999,0.0,0.0,0.0,-99999.999,-99999.999,0.0,0.0,-99999.999,0.0,0.0,-99999.999,-99999.999,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6744,Medapuram_ARG,14.000667,77.046617,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.375,0.0,0.0,4.5,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2144,YELLAVATHULA,15.341667,78.606389,0.0,0.0,0.0,0.0,0.0,0.0,32.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.25,0.0,0.125,0.0,0.25,0.0,0.625,0.0,0.0,0.0,16.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1925,AKAVEEDU,15.559831,78.943924,0.0,0.0,0.0,0.0,0.0,0.0,16.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,10.5,2.0,-99999.999,0.0,3.25,3.5,0.0,2.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6958,Ravur_ARG,15.025,80.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.599999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.799999999999999,0.0,4.533333333333333,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2001,G KONDURU Station1,16.677378,80.574969,4.5,0.0,0.0,0.0,0.0,0.0,5.466666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,3.8666666666666667,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2380,PULLA,16.806111,81.326111,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-99999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1536,MAKAVARAPALEM Station1,17.617241,82.723534,1.0,0.0,0.0,0.0,0.0,8.25,0.0,37.5,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.0,5.699999999999999,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6909,Bondimadugula_ARG,15.422221,77.680464,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.375,0.0,0.0,0.0,0.0,2.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1450,PRATHIPADU Station1,17.229561,82.194999,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.7,0.0,3.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
