District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Subbasin,Count,Capacity,,Microbasin,Count,Capacity
,,,,,,,,Maredipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maredubaka,5,0.001765,,,,,,,,,,,,
,,,,,,,,Maredupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marella,15,0.005295,,,,,,,,,,,,
,,,,,,,,Marellamadaka,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marepalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Maridikota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marlapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Marlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marrikommadinne,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marrikuntapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Marripadu,13,0.004589,,,,,,,,,,,,
,,,,,,,,Marripadu  (C),1,0.000353,,,,,,,,,,,,
,,,,,,,,Marripudi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Marrivemula,2,0.000706,,,,,,,,,,,,
,,,,,,,,Martur,11,0.003883,,,,,,,,,,,,
,,,,,,,,Marupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Maruvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Masenaputhi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mastur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Matam Santhampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Matampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mathamsariapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Matlagondi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Matli,24,0.008472,,,,,,,,,,,,
,,,,,,,,Matlivaripalle,20,0.00706,,,,,,,,,,,,
,,,,,,,,Mattiguttapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mavaturu,12,0.004236,,,,,,,,,,,,
,,,,,,,,Mayalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Medanulu Vengana Palle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Medapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Medapi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Medikurthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Meedivemula,7,0.002471,,,,,,,,,,,,
,,,,,,,,Meenahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mekalacheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mekapadu (Z),3,0.001059,,,,,,,,,,,,
,,,,,,,,Mekava,17,0.006001,,,,,,,,,,,,
,,,,,,,,Melavoi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mellacheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Melumdoddi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Melumoy,2,0.000706,,,,,,,,,,,,
,,,,,,,,Meraka  Chamavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Midthur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Miliaputti,5,0.001765,,,,,,,,,,,,
,,,,,,,,Miniki,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mittachinthavari Palle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mittamanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mittapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Moda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Modam Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Modatikella,2,0.000706,,,,,,,,,,,,
,,,,,,,,Modavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Modugulaputti,1,0.000353,,,,,,,,,,,,
,,,,,,,,MOGALIKOTTURU,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mogallur,12,0.004236,,,,,,,,,,,,
,,,,,,,,Mogarala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mogaralapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mogilicherla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mogilpalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mohammada Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mohammadabad,3,0.001059,,,,,,,,,,,,
,,,,,,,,Moillacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Moillakalava,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mokhasa Avalangi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Moksha Gundum,2,0.000706,,,,,,,,,,,,
,,,,,,,,Molagamudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Molagavalli,16,0.005648,,,,,,,,,,,,
,,,,,,,,Mondivenganapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Moogavadi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mopadu,9,0.003177,,,,,,,,,,,,
,,,,,,,,Moram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Morasalapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Morasanapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mosuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Motakatla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Motakothuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Motarchintalapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Motravulapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mottakadirinur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Motukapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Motumallela,3,0.001059,,,,,,,,,,,,
,,,,,,,,Muchalamarri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Muchindra,2,0.000706,,,,,,,,,,,,
,,,,,,,,Muchukota,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mudaramdoddi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Muddada,6,0.002118,,,,,,,,,,,,
,,,,,,,,Muddadajogi Valasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Muddanapalle,24,0.008472,,,,,,,,,,,,
,,,,,,,,Muddapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muddavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Muddikuppam,8,0.002824,,,,,,,,,,,,
,,,,,,,,Muddinayanapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Mudduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mudiamvaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mudigal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudigolam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mudivedu,25,0.008825,,,,,,,,,,,,
,,,,,,,,Mudumalagurthy,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudupalajuvi,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mudupulavemula,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mugadavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mugumangondi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mukkandlavarikothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukkaravaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mukkelathuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukkella,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukthampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukthapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mukundapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mulaga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulagalampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulaguntapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mulakalacheruvu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mulakalagumadam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mulakaledu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mulakanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulakkayavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulapadu Karrivanipalem,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mulapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mulathimmepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mummayapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munagacherla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Munagala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mundla Padu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mundlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mundlavaripalle,15,0.005295,,,,,,,,,,,,
,,,,,,,,Munganna Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munginapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Munimadugu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Munjamamidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muppalagutti,3,0.001059,,,,,,,,,,,,
,,,,,,,,Muppalakesaramvarikandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muppalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muppavaram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Muradi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Muraharidondrao Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Murikipudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Murthinayanipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Murugammi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Musalikunta,13,0.004589,,,,,,,,,,,,
,,,,,,,,Musalimadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Musalreddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Musanahalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mushidipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Musiram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mustikovila,10,0.00353,,,,,,,,,,,,
,,,,,,,,Mustla Gangavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Musunoor,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mutcherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mutchumarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muthavakuntla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Muthkur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Muthukur,16,0.005648,,,,,,,,,,,,
,,,,,,,,Muthyalacheruvu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mutukula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mutyalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mydugolam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mylavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mysanagudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,N. Suravaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,N.Hanumapuram,19,0.006707,,,,,,,,,,,,
,,,,,,,,N.Konthalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,N.Pothavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,N.Thimmapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,N.V.V. Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nadigadda,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nadimidoddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nadimikella,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nadimikhandriga,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nadimpalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nadimur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nadukuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagallavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagambhotla Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagamma Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagannadora palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagaradona,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagaraju Gunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagaraju Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagarur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nagasamudram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Nagendla Mudupu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Naginayanicheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagireddipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Naguluppala Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Naira,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nakkalapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nalagampalle,17,0.006001,,,,,,,,,,,,
,,,,,,,,Nalakadoddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallabonthu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallachelimal,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallacheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallacheruvupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallagandla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallagatla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallaguntla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nallakalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallakotturu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nallamada,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nallamadugula,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallangadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallapureddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallavemula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallayapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallepalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nallingayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nambulipulikunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nanda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandanavanam,11,0.003883,,,,,,,,,,,,
,,,,,,,,Nandavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandigam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nandigudem,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nandikunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandimandalam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandivaya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandyalampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nanjampeta  @  Chandambylu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nanjarapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nannur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naragallu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narasapuram,13,0.004589,,,,,,,,,,,,
,,,,,,,,Narasimhapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Narasimhapuram  @  A.Khandriga,8,0.002824,,,,,,,,,,,,
,,,,,,,,Narasingapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Narasingapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Narasingolu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narava,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narayanapuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Narayanareddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narayanavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narendrapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narinjagundlapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Narisingapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Narlavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narpala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Narsipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narsupet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naruva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nasanakota,3,0.001059,,,,,,,,,,,,
,,,,,,,,Navagam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nawabpalem,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nayakallu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nayanicheruvupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nayudupalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Neeladevipuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Neelakanta Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neelakantharaopeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Neelanagaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Neelavathi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neelibhadra,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neerpakota,5,0.001765,,,,,,,,,,,,
,,,,,,,,Neervoy,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nekanapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nekkondi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nekunambad,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nekunampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nelabonthu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nelagonda,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nelakota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nelavoy,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nelivada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nellimanda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nellipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nelliparthi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nellipatla,9,0.003177,,,,,,,,,,,,
,,,,,,,,Nellipudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nemakallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nemalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nemali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nemallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nennurupadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nerabylu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nernipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nersupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Netha Kuppam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Netheru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Netteri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidigallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidigattu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidimamidi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nidragatta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nikaram Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nimmakampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nimmalapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nimmalapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nimmanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nimmathorlavada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nindra,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nirmanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nissankadurgam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nissankapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nivagam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nooliveedu,11,0.003883,,,,,,,,,,,,
,,,,,,,,Noonegundlapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Noothanakalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,North Ramapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Northpalagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nowthala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nulakajodu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nuthalapadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nuthanakalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nuthimadugu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nuzella Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nuzendla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nuzendla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nyamaddala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Obuladevaracheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Obulakka Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Obulampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Obulapuram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Obulayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Oddepalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Ompilli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ondutla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Onnapanayani Kothur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Oravoy,4,0.001412,,,,,,,,,,,,
,,,,,,,,Orvakal,7,0.002471,,,,,,,,,,,,
,,,,,,,,P. Byadigera,1,0.000353,,,,,,,,,,,,
,,,,,,,,P.Kotakonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pachala Venkata Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pacharumakula Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pachavabala Gopalapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pachigunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pachikalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Padalavani Laxmipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Padali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Padamara Lakshmipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Padamatinaidupalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Padamatiyaleru,8,0.002824,,,,,,,,,,,,
,,,,,,,,Padigalakuppam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Padiputlabayalu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Padiredu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Padiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Padmapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Pagidiroy,3,0.001059,,,,,,,,,,,,
,,,,,,,,Paidi Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Paitharikeerthipuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pakala,16,0.005648,,,,,,,,,,,,
,,,,,,,,Pakapudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pakeerukittali,6,0.002118,,,,,,,,,,,,
,,,,,,,,Palacherla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Palakaveedu,13,0.004589,,,,,,,,,,,,
,,,,,,,,Palakurthy,11,0.003883,,,,,,,,,,,,
,,,,,,,,Palakuru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Palamanda,4,0.001412,,,,,,,,,,,,
,,,,,,,,Palametta Viziaramapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Palasamudram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Palasapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palavoy,2,0.000706,,,,,,,,,,,,
,,,,,,,,Paleti Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Palicherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pallapu Chamavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pallavolu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Pallecheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Palukur,13,0.004589,,,,,,,,,,,,
,,,,,,,,Palyam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Palyampalle,11,0.003883,,,,,,,,,,,,
,,,,,,,,Pamidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pamidi Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pamudurthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pamulapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pamulur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Panasabhadra,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panasanandivada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panchalamarri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Panchalingala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pandikunta,11,0.003883,,,,,,,,,,,,
,,,,,,,,Pandillapalle,15,0.005295,,,,,,,,,,,,
,,,,,,,,Pandipadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pandrangi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pandugudem,7,0.002471,,,,,,,,,,,,
,,,,,,,,Panduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panduva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Panduva Nagula Varam,16,0.005648,,,,,,,,,,,,
,,,,,,,,Pandyalamadugu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pannuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panthulacheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Panuganipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Papampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papasahebpet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papepalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Papineni Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Paramatikona,17,0.006001,,,,,,,,,,,,
,,,,,,,,Parameswara Mangalam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Parampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parapatla,8,0.002824,,,,,,,,,,,,
,,,,,,,,Parapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Paravasturamanna Peta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parchur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Parigi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Parimpudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Parla,4,0.001412,,,,,,,,,,,,
