dmcode,dcode91,mcode91,DNAME,DMNAME,MANDAL_,loctn_d,dsply_n,RWHS_C,RWHS_Cap,fp,fp_cap,cd,cd_cap,others,others_cap,miTank,MITANK_CAP,PT,PT_CAP
723,7,23,Guntur,MUPPALLA,Muppalla,329,MUPPALLA,0,0,221,0.001547,1,0.000353,0,0,4,0.067833,0,0
625,6,25,Krishna,MUSUNURU,Musunuru,383,MUSUNURU,49,0.017297,167,0.001169,32,0.011296,7,0.002471,106,1.594249,0,0
929,9,29,Nellore,MUTHUKUR,Muthukur,228,MUTHUKUR,0,0,0,0,0,0,0,0,0,0,0,0
1102,11,2,Kadapa,MYLAVARAM1,Mylavaram1,72,MYLAVARAM,3,0.001059,714,0.004998,163,0.057539,5,0.001765,10,0.04466,1,0.000353
610,6,10,Krishna,MYLAVARAM2,Mylavaram2,684,MYLAVARAM (KRISHNA),53,0.018709,161,0.001127,32,0.011296,11,0.003883,69,1.325625,1,0.000353
738,7,38,Guntur,NADENDLA,Nadendla,347,NADENDLA,0,0,416,0.002912,3,0.001059,0,0,4,0.014913,0,0
1019,10,19,Chittoor,NAGALAPURAM,Nagalapuram,148,NAGALAPURAM,1,0.000353,463,0.003241,53,0.018709,9,0.003177,16,0.113828,10,0.00353
753,7,53,Guntur,NAGARAM,Nagaram,394,NAGARAM,0,0,363,0.002541,0,0,0,0,0,0,0,0
1045,10,45,Chittoor,NAGARI,Nagari,199,NAGARI,5,0.001765,991,0.006937,31,0.010943,14,0.004942,30,0.418136,78,0.027534
635,6,35,Krishna,NAGAYALANKA,Nagayalanka,404,NAGAYALANKA,0,0,11,0.000077,0,0,0,0,5,0.03421,0,0
845,8,45,Prakasam,NAGULUPPALAPADU,Naguluppalapadu,333,NAGULUPPALAPADU,4,0.001412,82,0.000574,7,0.002471,6,0.002118,12,0.118092,4,0.001412
942,9,42,Nellore,NAIDUPET,Naidupet,269,NAIDUPETA,0,0,110,0.00077,0,0,0,0,2,0.001988,3,0.001059
339,3,39,Visakhapatnam,NAKKAPALLI,Nakkapalli,662,NAKKAPALLE,18,0.006354,247,0.001729,4,0.001412,8,0.002824,116,0.239861,0,0
1242,12,42,Anantapur,NALLACHERUVU,Nallacheruvu,84,NALLACHERUVU,24,0.008472,750,0.00525,86,0.030358,72,0.025416,12,0.26709,52,0.018356
513,5,13,West Godavari,NALLAJERLA,Nallajerla,388,NALLAJERLA,7,0.002471,1754,0.012278,3,0.001059,0,0,32,0.280961,1,0.000353
1247,12,47,Anantapur,NALLAMADA,Nallamada,124,NALLAMADA,45,0.015885,709,0.004963,118,0.041654,91,0.032123,121,0.424194,27,0.009531
1240,12,40,Anantapur,NAMBULIPULIKUNTA,Nambulipulikunta,87,NAMBULIPULIKUNTA,140,0.04942,869,0.006083,106,0.037418,63,0.022239,50,0.55965,8,0.002824
1140,11,40,Kadapa,NANDALUR,Nandalur,145,NANDALUR,0,0,744,0.005208,43,0.015179,4,0.001412,41,0.639821,10,0.00353
1304,13,4,Kurnool,NANDAVARAM,Nandavaram,532,NANDAVARAM,35,0.012355,96,0.000672,94,0.033182,3,0.001059,25,0.095626,1,0.000353
130,1,30,Srikakulam,NANDIGAM,Nandigam,17,NANDIGAM,7,0.002471,65,0.000455,187,0.066011,45,0.015885,602,0.872538,46,0.016238
604,6,4,Krishna,NANDIGAMA,Nandigama,323,NANDIGAMA,16,0.005648,412,0.002884,10,0.00353,22,0.007766,0,0,3,0.001059
1308,13,8,Kurnool,NANDIKOTKUR,Nandikotkur,554,NANDI KOTKUR,19,0.006707,72,0.000504,23,0.008119,8,0.002824,4,0.028615,4,0.001412
641,6,41,Krishna,NANDIVADA,Nandivada,421,NANDIVADA,0,0,25,0.000175,0,0,0,0,15,0.010423,0,0
1334,13,34,Kurnool,NANDYAL,Nandyal,34,NANDYAL,9,0.003177,52,0.000364,13,0.004589,0,0,3,0.128253,0,0
122,1,22,Srikakulam,NARASANNAPETA,Narasannapeta,41,NARASANNAPETA,2,0.000706,183,0.001281,31,0.010943,40,0.01412,20,0.161537,0,0
545,5,45,West Godavari,NARASAPURAM,Narasapuram,455,NARASAPURAM,0,0,0,0,0,0,0,0,0,0,0,0
739,7,39,Guntur,NARASARAOPET,Narasaraopet,349,NARASARAOPETA,0,0,372,0.002604,0,0,0,0,17,0.02926,0,0
1024,10,24,Chittoor,NARAYANAVANAM,Narayanavanam,177,NARAYANAVANAM,11,0.003883,801,0.005607,22,0.007766,5,0.001765,30,0.414012,25,0.008825
1227,12,27,Anantapur,NARPALA,Narpala,58,NARPALA,8,0.002824,854,0.005978,165,0.058245,19,0.006707,96,1.291446,12,0.004236
317,3,17,Visakhapatnam,NARSIPATNAM,Narsipatnam,495,NARSIPATNAM,4,0.001412,389,0.002723,5,0.001765,3,0.001059,80,0.143537,0,0
316,3,16,Visakhapatnam,NATHAVARAM,Nathavaram,493,NATHAVARAM,8,0.002824,378,0.002646,46,0.016238,12,0.004236,106,0.22897,2,0.000706
722,7,22,Guntur,NEKARIKALLU,Nekarikallu,676,NAKARIKALLU,49,0.017297,528,0.003696,3,0.001059,6,0.002118,7,0.025946,0,0
224,2,24,Vizianagaram,NELLIMARLA,Nellimarla,566,NELLIMARLA,8,0.002824,1540,0.01078,117,0.041301,27,0.009531,55,0.314952,3,0.001059
925,9,25,Nellore,NELLORE,Nellore,626,NELLORE MANDAL,0,0,93,0.000651,1,0.000353,0,0,39,0.079177,0,0
517,5,17,West Godavari,NIDADAVOLE,Nidadavole,402,NIDADAVOLE,0,0,0,0,0,0,0,0,21,0.601724,0,0
525,5,25,West Godavari,NIDAMARRU,Nidamarru,432,NIDAMARRU,0,0,0,0,0,0,0,0,3,0.045972,0,0
1034,10,34,Chittoor,NIMMANAPALLE,Nimmanapalle,189,NIMMANAPALLE,4,0.001412,113,0.000791,44,0.015532,8,0.002824,129,0.327422,5,0.001765
1022,10,22,Chittoor,NINDRA,Nindra,137,NINDRA,3,0.001059,968,0.006776,18,0.006354,34,0.012002,40,0.240227,65,0.022945
754,7,54,Guntur,NIZAMPATNAM,Nizampatnam,387,NIZAMPATNAM,0,0,114,0.000798,0,0,0,0,0,0,0,0
744,7,44,Guntur,NUZENDLA,Nuzendla,365,NUZENDLA,0,0,132,0.000924,5,0.001765,6,0.002118,11,0.155354,0,0
623,6,23,Krishna,NUZVID,Nuzvid,364,NUZVID,61,0.021533,284,0.001988,28,0.009884,4,0.001412,95,0.953086,1,0.000353
1246,12,46,Anantapur,OBULADEVARACHERUVU,Obuladevaracheruvu,126,OBULADEVARACHERUVU,64,0.022592,807,0.005649,126,0.044478,23,0.008119,120,0.422343,28,0.009884
1144,11,44,Kadapa,OBULAVARIPALLE,Obulavaripalle,179,OBULAVARIPALLE,6,0.002118,489,0.003423,101,0.035653,15,0.005295,65,0.529717,10,0.00353
937,9,37,Nellore,OJILI,Ojili,256,OJILI,0,0,127,0.000889,10,0.00353,1,0.000353,0,0,3,0.001059
844,8,44,Prakasam,ONGOLE,Ongole,330,ONGOLE,0,0,252,0.001764,12,0.004236,8,0.002824,5,0.116593,3,0.001059
1317,13,17,Kurnool,ORVAKAL,Orvakal,589,ORVAKAL,77,0.027181,203,0.001421,152,0.053656,41,0.014473,9,0.142668,15,0.005295
1347,13,47,Kurnool,OWK,Owk,63,OWK,99,0.034947,73,0.000511,47,0.016591,5,0.001765,43,0.29062,4,0.001412
447,4,47,East Godavari,P.GANNAVARAM,P.Gannavaram,503,P GANNAVARAM,0,0,32,0.000224,0,0,0,0,0,0,0,0
212,2,12,Vizianagaram,PACHIPENTA,Pachipenta,545,PACHIPENTA,73,0.025769,17,0.000119,57,0.020121,45,0.015885,0,0,92,0.032476
310,3,10,Visakhapatnam,PADERU,Paderu,486,PADERU,61,0.021533,0,0,5,0.001765,0,0,0,0,0,0
326,3,26,Visakhapatnam,PADMANABHAM,Padmanabham,502,PADMANABHAM,22,0.007766,282,0.001974,18,0.006354,16,0.005648,85,0.217724,1,0.000353
1309,13,9,Kurnool,PAGIDYALA,Pagidyala,553,PAGIDYALA,0,0,1,0.000007,14,0.004942,1,0.000353,0,0,0,0
1042,10,42,Chittoor,PAKALA,Pakala,182,PAKALA,11,0.003883,477,0.003339,65,0.022945,26,0.009178,116,0.190628,39,0.013767
537,5,37,West Godavari,PALACODERU,Palacoderu,454,PALAKODERU,0,0,0,0,0,0,0,0,0,0,0,0
543,5,43,West Godavari,PALACOLE,Palacole,460,PALACOLE,0,0,0,0,0,0,0,0,0,0,0,0
112,1,12,Srikakulam,PALAKONDA,Palakonda,604,PALAKONDA,2,0.000706,99,0.000693,70,0.02471,19,0.006707,44,0.122876,2,0.000706
1058,10,58,Chittoor,PALAMANER,Palamaner,208,PALAMANER,4,0.001412,432,0.003024,42,0.014826,14,0.004942,58,0.496483,0,0
132,1,32,Srikakulam,PALASA,Palasa,74,PALASA,19,0.006707,65,0.000455,131,0.046243,41,0.014473,230,0.337354,25,0.008825
1048,10,48,Chittoor,PALASAMUDRAM,Palasamudram,196,PALASAMUDRAM,18,0.006354,453,0.003171,87,0.030711,40,0.01412,49,0.297835,8,0.002824
445,4,45,East Godavari,PAMARRU1,Pamarru1,634,PAMARRU (EAST GODAVARI),0,0,9,0.000063,0,0,0,0,0,0,0,0
639,6,39,Krishna,PAMARRU2,Pamarru2,399,PAMARRU,0,0,38,0.000266,0,0,0,0,0,0,0,0
1212,12,12,Anantapur,PAMIDI,Pamidi,36,PAMIDI,16,0.005648,645,0.004515,115,0.040595,20,0.00706,13,0.262493,13,0.004589
629,6,29,Krishna,PAMIDIMUKKALA,Pamidimukkala,373,PAMIDIMUKKALA,0,0,42,0.000294,0,0,0,0,3,0.0034,0,0
1314,13,14,Kurnool,PAMULAPADU,Pamulapadu,567,PAMULAPADU,10,0.00353,167,0.001169,12,0.004236,15,0.005295,0,0,2,0.000706
852,8,52,Prakasam,PAMUR,Pamur,343,PAMUR,85,0.030005,668,0.004676,71,0.025063,63,0.022239,20,0.1801,62,0.021886
1331,13,31,Kurnool,PANYAM,Panyam,43,PANYAM,48,0.016944,145,0.001015,78,0.027534,4,0.001412,12,0.527797,4,0.001412
332,3,32,Visakhapatnam,PARAVADA,Paravada,542,PARAVADA,23,0.008119,50,0.00035,13,0.004589,9,0.003177,85,0.069657,3,0.001059
821,8,21,Prakasam,PARCHUR,Parchur,268,PARCHUR,2,0.000706,266,0.001862,1,0.000353,19,0.006707,3,0.100944,12,0.004236
1258,12,58,Anantapur,PARIGI,Parigi,155,PARIGI,14,0.004942,798,0.005586,140,0.04942,19,0.006707,17,0.175492,10,0.00353
206,2,6,Vizianagaram,PARVATHIPURAM,Parvathipuram,518,PARVATHIPURAM,40,0.01412,661,0.004627,122,0.043066,19,0.006707,102,0.310277,1,0.000353
125,1,25,Srikakulam,PATHAPATNAM,Pathapatnam,27,PATHAPATNAM,6,0.002118,175,0.001225,270,0.09531,28,0.009884,252,0.347673,18,0.006354
1351,13,51,Kurnool,PATTIKONDA,Pattikonda,52,PATTIKANDA,62,0.021886,281,0.001967,149,0.052597,22,0.007766,8,0.050115,55,0.019415
338,3,38,Visakhapatnam,PAYAKARAOPETA,Payakaraopeta,556,PAYAKARAOPETA,6,0.002118,55,0.000385,6,0.002118,3,0.001059,42,0.111878,0,0
1348,13,48,Kurnool,PEAPALLY,Peapally,59,PEAPALLY,74,0.026122,15,0.000105,283,0.099899,15,0.005295,32,0.136088,11,0.003883
806,8,6,Prakasam,PEDA  ARAVEEDU,Peda  Araveedu,231,PEDAARAVEEDU,7,0.002471,1014,0.007098,30,0.01059,6,0.002118,36,0.281187,13,0.004589
302,3,2,Visakhapatnam,PEDABAYALU,Pedabayalu,461,PEDABAYALU,54,0.019062,0,0,14,0.004942,3,0.001059,0,0,1,0.000353
840,8,40,Prakasam,PEDACHERLO PALLE,Pedacherlo Palle,312,PEDACHERLOPALLE,110,0.03883,109,0.000763,94,0.033182,49,0.017297,26,0.123969,109,0.038477
331,3,31,Visakhapatnam,PEDAGANTYADA,Pedagantyada,550,PEDAGANTYADA,4,0.001412,62,0.000434,0,0,0,0,0,0,0,0
727,7,27,Guntur,PEDAKAKANI,Pedakakani,319,PEDAKAKANI,0,0,126,0.000882,0,0,0,0,4,0.019309,0,0
714,7,14,Guntur,PEDAKURAPADU,Pedakurapadu,300,PEDAKURAPADU,0,0,321,0.002247,4,0.001412,0,0,2,0.014136,0,0
644,6,44,Krishna,PEDANA,Pedana,411,PEDANA,0,0,26,0.000182,0,0,0,0,12,0.06785,0,0
746,7,46,Guntur,PEDANANDIPADU,Pedanandipadu,384,PEDANANDIPADU,0,0,330,0.00231,0,0,0,0,0,0,0,0
522,5,22,West Godavari,PEDAPADU,Pedapadu,417,PEDAPADU,0,0,6,0.000042,0,0,0,0,11,0.079546,0,0
640,6,40,Krishna,PEDAPARUPUDI,Pedaparupudi,419,PEDAPARUPUDI,0,0,3,0.000021,0,0,0,0,0,0,0,0
435,4,35,East Godavari,PEDAPUDI,Pedapudi,479,PEDAPUDI,0,0,10,0.00007,0,0,0,0,0,0,0,0
521,5,21,West Godavari,PEDAVEGI,Pedavegi,667,PADAVEGI,3,0.001059,1387,0.009709,1,0.000353,0,0,83,0.831514,0,0
1322,13,22,Kurnool,PEDDA KADUBUR,Pedda Kadubur,659,PEDDA KADUBUR,51,0.018003,25,0.000175,74,0.026122,3,0.001059,7,0.030045,0,0
1004,10,4,Chittoor,PEDDA THIPPASAMUDRAM,Pedda Thippasamudram,680,PEDDATHIPPASAMUDRA,36,0.012708,233,0.001631,35,0.012355,50,0.01765,105,0.498685,43,0.015179
1001,10,1,Chittoor,PEDDAMANDYAM,Peddamandyam,133,PEDDAMANDYAM,51,0.018003,468,0.003276,115,0.040595,80,0.02824,113,0.43587,76,0.026828
1103,11,3,Kadapa,PEDDAMUDIUM,Peddamudium,68,PEDDAMUDIUM,7,0.002471,59,0.000413,71,0.025063,1,0.000353,5,0.022258,1,0.000353
1060,10,60,Chittoor,PEDDAPANJANI,Peddapanjani,206,PEDDA PANJANI,0,0,583,0.004081,76,0.026828,93,0.032829,178,0.934183,93,0.032829
1210,12,10,Anantapur,PEDDAPAPPUR,Peddapappur,42,PEDDAPAPPUR,1,0.000353,411,0.002877,155,0.054715,26,0.009178,7,0.022867,24,0.008472
420,4,20,East Godavari,PEDDAPURAM,Peddapuram,464,PEDDAPURAM,0,0,310,0.00217,0,0,0,0,76,0.071163,0,0
1207,12,7,Anantapur,PEDDAVADUGUR,Peddavadugur,619,PEDDAVADUGUR,59,0.020827,900,0.0063,121,0.042713,23,0.008119,11,0.164927,28,0.009884
943,9,43,Nellore,PELLAKUR,Pellakur,285,PELLAKUR,0,0,45,0.000315,1,0.000353,1,0.000353,12,0.111891,3,0.001059
1141,11,41,Kadapa,PENAGALUR,Penagalur,143,PENAGALURU,22,0.007766,278,0.001946,47,0.016591,13,0.004589,25,0.280548,10,0.00353
618,6,18,Krishna,PENAMALURU,Penamaluru,348,PENAMALURU,0,0,38,0.000266,0,0,0,0,5,0.041768,0,0
1133,11,33,Kadapa,PENDLIMARRI,Pendlimarri,165,PENDLIMARRI,11,0.003883,612,0.004284,122,0.043066,23,0.008119,79,0.176487,19,0.006707
324,3,24,Visakhapatnam,PENDURTHI,Pendurthi,508,PENDURTHI,14,0.004942,110,0.00077,4,0.001412,0,0,42,0.073836,0,0
527,5,27,West Godavari,PENTAPADU,Pentapadu,426,PENTAPADU,0,0,4,0.000028,0,0,0,0,2,0.08824,0,0
603,6,3,Krishna,PENUGANCHIPROLU,Penuganchiprolu,331,PENUGANCHIPROLU,2,0.000706,206,0.001442,16,0.005648,5,0.001765,2,0.008604,0,0
540,5,40,West Godavari,PENUGONDA,Penugonda,468,PENUGONDA,0,0,0,0,0,0,0,0,0,0,0,0
1252,12,52,Anantapur,PENUKONDA,Penukonda,110,PENU KONDA,45,0.015885,1533,0.010731,233,0.082249,56,0.019768,68,0.662554,19,0.006707
539,5,39,West Godavari,PENUMANTRA,Penumantra,450,PENUMANTRA,0,0,0,0,0,0,0,0,3,0.002318,0,0
1050,10,50,Chittoor,PENUMURU,Penumuru,194,PENUMURU,3,0.001059,127,0.000889,38,0.013414,52,0.018356,50,0.134407,42,0.014826
530,5,30,West Godavari,PERAVALI,Peravali,443,PERAVALI,0,0,0,0,0,0,0,0,0,0,0,0
724,7,24,Guntur,PHIRANGIPURAM,Phirangipuram,332,PHIRANGIPURAM,0,0,286,0.002002,0,0,0,0,5,0.025094,0,0
1020,10,20,Chittoor,PICHATUR,Pichatur,142,PICHATUR,3,0.001059,594,0.004158,39,0.013767,13,0.004589,20,0.131565,28,0.009884
717,7,17,Guntur,PIDUGURALLA,Piduguralla,298,PIDUGURALLA,4,0.001412,396,0.002772,2,0.000706,1,0.000353,28,0.205945,0,0
1031,10,31,Chittoor,PILERU,Pileru,168,PILERU,5,0.001765,116,0.000812,205,0.072365,73,0.025769,157,0.186885,86,0.030358
421,4,21,East Godavari,PITHAPURAM,Pithapuram,466,PITHAPURAM,0,0,73,0.000511,1,0.000353,0,0,74,0.261852,0,0
755,7,55,Guntur,PITTALAVANIPALEM,Pittalavanipalem,389,PITTALAVANIPALEM,0,0,268,0.001876,0,0,0,0,1,0.02987,0,0
924,9,24,Nellore,PODALAKUR,Podalakur,241,PODLAKUR,0,0,501,0.003507,16,0.005648,4,0.001412,69,0.179743,22,0.007766
812,8,12,Prakasam,PODILI,Podili,263,PODILI,26,0.009178,598,0.004186,134,0.047302,21,0.007413,32,0.49194,33,0.011649
542,5,42,West Godavari,PODURU,Poduru,467,PODURU,0,0,0,0,0,0,0,0,0,0,0,0
121,1,21,Srikakulam,POLAKI,Polaki,38,POLAKI,0,0,97,0.000679,8,0.002824,8,0.002824,76,0.155237,0,0
503,5,3,West Godavari,POLAVARAM,Polavaram,379,POLAVARAM,24,0.008472,96,0.000672,45,0.015885,0,0,28,0.167522,11,0.003883
109,1,9,Srikakulam,PONDURU,Ponduru,583,PONDURU,5,0.001765,54,0.000378,104,0.036712,6,0.002118,166,0.244119,16,0.005648
841,8,41,Prakasam,PONNALURU,Ponnaluru,314,PONNALURU,44,0.015532,500,0.0035,50,0.01765,81,0.028593,16,0.269022,46,0.016238
748,7,48,Guntur,PONNUR,Ponnur,378,PONNUR,0,0,106,0.000742,0,0,0,0,0,0,0,0
1110,11,10,Kadapa,PORUMAMILLA,Porumamilla,48,PORUMAMILLA,23,0.008119,278,0.001946,67,0.023651,21,0.007413,72,0.504717,22,0.007766
410,4,10,East Godavari,PRATHIPADU1,Prathipadu1,632,PRATHIPADU (EAST GODAVARI),18,0.006354,548,0.003836,96,0.033888,13,0.004589,96,0.633418,2,0.000706
736,7,36,Guntur,PRATHIPADU2,Prathipadu2,351,PRATHIPADU,0,0,175,0.001225,0,0,0,0,14,0.089586,0,0
1115,11,15,Kadapa,PRODDATUR,Proddatur,94,PRODDUTUR,4,0.001412,274,0.001918,20,0.00706,0,0,1,0.001755,1,0.000353
1041,10,41,Chittoor,PULICHERLA,Pulicherla,183,PULICHERLA,0,0,760,0.00532,34,0.012002,19,0.006707,81,0.112595,9,0.003177
1120,11,20,Kadapa,PULIVENDLA,Pulivendla,85,PULIVENDLA,7,0.002471,31,0.000217,41,0.014473,9,0.003177,52,0.155279,8,0.002824
802,8,2,Prakasam,PULLALACHERUVU,Pullalacheruvu,238,PULLALACHERUVU,10,0.00353,456,0.003192,86,0.030358,46,0.016238,9,0.181012,36,0.012708
1145,11,45,Kadapa,PULLAMPETA,Pullampeta,178,PULLAMPETA,5,0.001765,197,0.001379,106,0.037418,6,0.002118,47,0.310997,8,0.002824
1037,10,37,Chittoor,PUNGANUR,Punganur,187,PUNGANUR,0,0,494,0.003458,37,0.013061,59,0.020827,128,0.458232,36,0.012708
225,2,25,Vizianagaram,PUSAPATIREGA,Pusapatirega,569,PUSAPATIREGA,6,0.002118,1053,0.007371,34,0.012002,4,0.001412,201,0.882314,1,0.000353
1051,10,51,Chittoor,PUTHALAPATTU,Puthalapattu,193,PUTHALAPATTU,12,0.004236,506,0.003542,27,0.009531,81,0.028593,140,0.766311,74,0.026122
1228,12,28,Anantapur,PUTLUR,Putlur,55,PUTLUR,0,0,1018,0.007126,184,0.064952,26,0.009178,7,0.046957,44,0.015532
1249,12,49,Anantapur,PUTTAPARTHI,Puttaparthi,118,PUTTAPARTHI,7,0.002471,1087,0.007609,123,0.043419,37,0.013061,51,0.333153,30,0.01059
1044,10,44,Chittoor,PUTTUR,Puttur,180,PUTTUR,11,0.003883,305,0.002135,31,0.010943,15,0.005295,26,0.255126,14,0.004942
835,8,35,Prakasam,RACHERLA,Racherla,301,RACHERLA,22,0.007766,337,0.002359,56,0.019768,57,0.020121,29,0.166552,21,0.007413
429,4,29,East Godavari,RAJAHMUNDRY (FULLY URBAN),Rajahmundry (Fully Urban),665,RAJAHMUNDRY RURAL,0,0,4,0.000028,0,0,0,0,0,0,0,0
430,4,30,East Godavari,RAJAHMUNDRY (RURAL),Rajahmundry (Rural),666,RAJAHMUNDRY (URBAN),0,0,64,0.000448,0,0,0,0,32,0.002464,0,0
104,1,4,Srikakulam,RAJAM,Rajam,568,RAJAM,2,0.000706,138,0.000966,44,0.015532,15,0.005295,318,0.516545,0,0
1139,11,39,Kadapa,RAJAMPET,Rajampet,150,RAJAMPET,7,0.002471,330,0.00231,91,0.032123,39,0.013767,52,0.588351,26,0.009178
428,4,28,East Godavari,RAJANAGARAM,Rajanagaram,470,RAJANAGARAM,0,0,260,0.00182,0,0,0,0,185,1.347675,0,0
404,4,4,East Godavari,RAJAVOMMANGI,Rajavommangi,431,RAJAVOMMANGI,222,0.078366,0,0,30,0.01059,4,0.001412,87,0.186165,3,0.001059
213,2,13,Vizianagaram,RAMABHADRAPURAM,Ramabhadrapuram,533,RAMABHADRAPURAM,10,0.00353,1698,0.011886,129,0.045537,19,0.006707,5,0.038324,0,0
1027,10,27,Chittoor,RAMACHANDRAPURAM1,Ramachandrapuram1,644,KAMMAPALLE,7,0.002471,150,0.00105,83,0.029299,7,0.002471,22,0.358192,149,0.052597
439,4,39,East Godavari,RAMACHANDRAPURAM2,Ramachandrapuram2,491,RAMACHANDRAPURAM,0,0,11,0.000077,0,0,0,0,0,0,0,0
1235,12,35,Anantapur,RAMAGIRI,Ramagiri,97,RAMAGIRI,53,0.018709,732,0.005124,163,0.057539,25,0.008825,55,0.526052,69,0.024357
1063,10,63,Chittoor,RAMAKUPPAM,Ramakuppam,203,RAMA KUPPAM,37,0.013061,1047,0.007329,48,0.016944,87,0.030711,115,0.236171,73,0.025769
1137,11,37,Kadapa,RAMAPURAM,Ramapuram,154,RAMAPURAM,0,0,393,0.002751,162,0.057186,29,0.010237,125,0.256186,66,0.023298
1036,10,36,Chittoor,RAMASAMUDRAM,Ramasamudram,188,RAMASAMUDRAM,0,0,290,0.00203,33,0.011649,38,0.013414,105,0.41111,51,0.018003
342,3,42,Visakhapatnam,RAMBILLI,Rambilli,581,RAMBILLI,8,0.002824,199,0.001393,19,0.006707,1,0.000353,109,0.074512,2,0.000706
413,4,13,East Godavari,RAMPACHODAVARAM,Rampachodavaram,436,RAMPACHODAVARAM,242,0.085426,0,0,44,0.015532,4,0.001412,74,0.144761,6,0.002118
107,1,7,Srikakulam,RANASTALAM,Ranastalam,585,RANASTALAM,7,0.002471,62,0.000434,240,0.08472,24,0.008472,539,0.63434,32,0.011296
426,4,26,East Godavari,RANGAMPETA,Rangampeta,473,RANGAMPETA,0,0,609,0.004263,0,0,0,0,118,0.21408,0,0
1232,12,32,Anantapur,RAPTADU,Raptadu,104,RAPTADU,66,0.023298,776,0.005432,109,0.038477,9,0.003177,28,0.537899,2,0.000706
923,9,23,Nellore,RAPUR,Rapur,239,RAPUR,164,0.057892,551,0.003857,40,0.01412,1,0.000353,80,0.22099,9,0.003177
319,3,19,Visakhapatnam,RAVIKAMATAM,Ravikamatam,492,RAVIKAMATHAM,28,0.009884,627,0.004389,75,0.026475,7,0.002471,169,0.524872,3,0.001059
444,4,44,East Godavari,RAVULAPALEM,Ravulapalem,506,RAVULAPALEM,0,0,2,0.000014,0,0,0,0,0,0,0,0
1149,11,49,Kadapa,RAYACHOTI,Rayachoti,649,ROYACHOTI,0,0,299,0.002093,173,0.061069,26,0.009178,39,0.238627,41,0.014473
1218,12,18,Anantapur,RAYADURG,Rayadurg,46,RAYADURG,8,0.002824,931,0.006517,156,0.055068,18,0.006354,38,0.445297,26,0.009178
440,4,40,East Godavari,RAYAVARAM,Rayavaram,514,RAYAVARAM,0,0,4,0.000028,0,0,0,0,0,0,0,0
457,4,57,East Godavari,RAZOLE,Razole,528,RAZOLE,0,0,108,0.000756,0,0,0,0,0,0,0,0
615,6,15,Krishna,REDDIGUDEM,Reddigudem,350,REDDIGUDEM,26,0.009178,451,0.003157,36,0.012708,2,0.000706,79,4.238146,3,0.001059
103,1,3,Srikakulam,REGIDIAMADALAVALASA,Regidiamadalavalasa,647,REGIDIAMADALAVALASA,0,0,90,0.00063,31,0.010943,32,0.011296,785,0.87761,34,0.012002
1012,10,12,Chittoor,RENIGUNTA,Renigunta,164,RENIGUNTA,17,0.006001,59,0.000413,11,0.003883,38,0.013414,27,0.192763,20,0.00706
702,7,2,Guntur,RENTACHINTALA,Rentachintala,674,RENTACHINTALA,0,0,330,0.00231,0,0,0,0,6,0.002837,0,0
752,7,52,Guntur,REPALLE,Repalle,392,REPALLE,0,0,302,0.002114,0,0,0,0,0,0,0,0
1253,12,53,Anantapur,RODDAM,Roddam,109,RODDAM,43,0.015179,1080,0.00756,122,0.043066,34,0.012002,61,1.892237,13,0.004589
1263,12,63,Anantapur,ROLLA,Rolla,141,ROLLA,22,0.007766,489,0.003423,194,0.068482,13,0.004589,49,0.459762,14,0.004942
318,3,18,Visakhapatnam,ROLUGUNTA,Rolugunta,490,ROLUGUNTA,20,0.00706,210,0.00147,44,0.015532,8,0.002824,121,0.488201,0,0
1030,10,30,Chittoor,ROMPICHERLA1,Rompicherla1,169,ROMPICHERLA,17,0.006001,436,0.003052,84,0.029652,47,0.016591,126,0.28131,47,0.016591
740,7,40,Guntur,ROMPICHERLA2,Rompicherla2,628,ROMPICHERLA (GUNTUR),0,0,302,0.002114,1,0.000353,1,0.000353,7,0.069132,0,0
460,4,60,East Godavari,ROWTHULAPUDI,Rowthulapudi,523,ROUTHULAPUDI,49,0.017297,540,0.00378,96,0.033888,7,0.002471,113,0.278666,2,0.000706
1337,13,37,Kurnool,RUDRAVARAM,Rudravaram,26,RUDRAVARAM,12,0.004236,265,0.001855,117,0.041301,3,0.001059,63,0.859527,2,0.000706
340,3,40,Visakhapatnam,S RAYAVARAM,S Rayavaram,524,S RAYAVARAM,9,0.003177,127,0.000889,3,0.001059,7,0.002471,33,0.786022,0,0
1106,11,6,Kadapa,S.MYDUKUR,S.Mydukur,57,S MYDUKUR,17,0.006001,751,0.005257,84,0.029652,2,0.000706,9,0.033127,4,0.001412
323,3,23,Visakhapatnam,SABBAVARAM,Sabbavaram,505,SABBAVARAM,29,0.010237,499,0.003493,40,0.01412,20,0.00706,167,0.271909,0,0
459,4,59,East Godavari,SAKHINETIPALLE,Sakhinetipalle,557,SAKHINETIPALLE,0,0,174,0.001218,0,0,0,0,0,0,0,0
211,2,11,Vizianagaram,SALUR,Salur,541,SALUR,42,0.014826,77,0.000539,83,0.029299,21,0.007413,0,0,37,0.013061
425,4,25,East Godavari,SAMALKOTA,Samalkota,457,SAMALKOTA,0,0,11,0.000077,0,0,0,0,16,0.006614,0,0
1147,11,47,Kadapa,SAMBEPALLE,Sambepalle,174,SAMBEPALLE,10,0.00353,431,0.003017,248,0.087544,42,0.014826,22,0.033656,45,0.015885
